Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	0	1	internal://	InInterests	0	0	0	0
0.5	0	1	internal://	OutInterests	0	0	0	0
0.5	0	1	internal://	InData	0	0	0	0
0.5	0	1	internal://	OutData	0	0	0	0
0.5	0	1	internal://	InNacks	0	0	0	0
0.5	0	1	internal://	OutNacks	0	0	0	0
0.5	0	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	0	1	internal://	InTimedOutInterests	0	0	0	0
0.5	0	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	0	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	0	256	netdev://[00:00:00:00:00:01]	InInterests	3.2	0	2	0
0.5	0	256	netdev://[00:00:00:00:00:01]	OutInterests	33.6	1.05	21	0.65625
0.5	0	256	netdev://[00:00:00:00:00:01]	InData	12.8	13.2375	8	8.27344
0.5	0	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
0.5	0	256	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
0.5	0	256	netdev://[00:00:00:00:00:01]	OutNacks	3.2	0.1	2	0.0625
0.5	0	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
0.5	0	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
0.5	0	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	12.8	0	8	0
0.5	0	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
0.5	0	257	netdev://[00:00:00:00:00:05]	InInterests	1.6	0	1	0
0.5	0	257	netdev://[00:00:00:00:00:05]	OutInterests	46.4	1.45	29	0.90625
0.5	0	257	netdev://[00:00:00:00:00:05]	InData	25.6	26.475	16	16.5469
0.5	0	257	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
0.5	0	257	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
0.5	0	257	netdev://[00:00:00:00:00:05]	OutNacks	1.6	0.05	1	0.03125
0.5	0	257	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
0.5	0	257	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
0.5	0	257	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	25.6	0	16	0
0.5	0	257	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
0.5	0	258	internal://	InInterests	0	0	0	0
0.5	0	258	internal://	OutInterests	0	0	0	0
0.5	0	258	internal://	InData	0	0	0	0
0.5	0	258	internal://	OutData	0	0	0	0
0.5	0	258	internal://	InNacks	0	0	0	0
0.5	0	258	internal://	OutNacks	0	0	0	0
0.5	0	258	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	0	258	internal://	InTimedOutInterests	0	0	0	0
0.5	0	258	internal://	OutSatisfiedInterests	0	0	0	0
0.5	0	258	internal://	OutTimedOutInterests	0	0	0	0
0.5	0	259	appFace://	InInterests	80	2.5	50	1.5625
0.5	0	259	appFace://	OutInterests	0	0	0	0
0.5	0	259	appFace://	InData	0	0	0	0
0.5	0	259	appFace://	OutData	38.4	39.7125	24	24.8203
0.5	0	259	appFace://	InNacks	0	0	0	0
0.5	0	259	appFace://	OutNacks	0	0	0	0
0.5	0	259	appFace://	InSatisfiedInterests	38.4	0	24	0
0.5	0	259	appFace://	InTimedOutInterests	0	0	0	0
0.5	0	259	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	0	259	appFace://	OutTimedOutInterests	0	0	0	0
0.5	0	-1	all	SatisfiedInterests	43.2	0	27	0
0.5	0	-1	all	TimedOutInterests	0	0	0	0
0.5	1	1	internal://	InInterests	0	0	0	0
0.5	1	1	internal://	OutInterests	0	0	0	0
0.5	1	1	internal://	InData	0	0	0	0
0.5	1	1	internal://	OutData	0	0	0	0
0.5	1	1	internal://	InNacks	0	0	0	0
0.5	1	1	internal://	OutNacks	0	0	0	0
0.5	1	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	1	1	internal://	InTimedOutInterests	0	0	0	0
0.5	1	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	1	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	1	256	netdev://[00:00:00:00:00:02]	InInterests	32	1	20	0.625
0.5	1	256	netdev://[00:00:00:00:00:02]	OutInterests	3.2	0.1	2	0.0625
0.5	1	256	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
0.5	1	256	netdev://[00:00:00:00:00:02]	OutData	12.8	13.2375	8	8.27344
0.5	1	256	netdev://[00:00:00:00:00:02]	InNacks	3.2	0.1	2	0.0625
0.5	1	256	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
0.5	1	256	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	12.8	0	8	0
0.5	1	256	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
0.5	1	256	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
0.5	1	256	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
0.5	1	257	netdev://[00:00:00:00:00:03]	InInterests	3.2	0.1	2	0.0625
0.5	1	257	netdev://[00:00:00:00:00:03]	OutInterests	14.4	0.45	9	0.28125
0.5	1	257	netdev://[00:00:00:00:00:03]	InData	6.4	6.61875	4	4.13672
0.5	1	257	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
0.5	1	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
0.5	1	257	netdev://[00:00:00:00:00:03]	OutNacks	3.2	0.1	2	0.0625
0.5	1	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
0.5	1	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
0.5	1	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	6.4	0	4	0
0.5	1	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
0.5	1	258	netdev://[00:00:00:00:00:09]	InInterests	4.8	0.15	3	0.09375
0.5	1	258	netdev://[00:00:00:00:00:09]	OutInterests	17.6	0.55	11	0.34375
0.5	1	258	netdev://[00:00:00:00:00:09]	InData	6.4	6.61875	4	4.13672
0.5	1	258	netdev://[00:00:00:00:00:09]	OutData	0	0	0	0
0.5	1	258	netdev://[00:00:00:00:00:09]	InNacks	0	0	0	0
0.5	1	258	netdev://[00:00:00:00:00:09]	OutNacks	1.6	0.05	1	0.03125
0.5	1	258	netdev://[00:00:00:00:00:09]	InSatisfiedInterests	0	0	0	0
0.5	1	258	netdev://[00:00:00:00:00:09]	InTimedOutInterests	0	0	0	0
0.5	1	258	netdev://[00:00:00:00:00:09]	OutSatisfiedInterests	8	0	5	0
0.5	1	258	netdev://[00:00:00:00:00:09]	OutTimedOutInterests	0	0	0	0
0.5	1	259	internal://	InInterests	0	0	0	0
0.5	1	259	internal://	OutInterests	0	0	0	0
0.5	1	259	internal://	InData	0	0	0	0
0.5	1	259	internal://	OutData	0	0	0	0
0.5	1	259	internal://	InNacks	0	0	0	0
0.5	1	259	internal://	OutNacks	0	0	0	0
0.5	1	259	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	1	259	internal://	InTimedOutInterests	0	0	0	0
0.5	1	259	internal://	OutSatisfiedInterests	0	0	0	0
0.5	1	259	internal://	OutTimedOutInterests	0	0	0	0
0.5	1	-1	all	SatisfiedInterests	16	0	10	0
0.5	1	-1	all	TimedOutInterests	0	0	0	0
0.5	2	1	internal://	InInterests	0	0	0	0
0.5	2	1	internal://	OutInterests	0	0	0	0
0.5	2	1	internal://	InData	0	0	0	0
0.5	2	1	internal://	OutData	0	0	0	0
0.5	2	1	internal://	InNacks	0	0	0	0
0.5	2	1	internal://	OutNacks	0	0	0	0
0.5	2	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	2	1	internal://	InTimedOutInterests	0	0	0	0
0.5	2	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	2	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	2	256	netdev://[00:00:00:00:00:04]	InInterests	12.8	0.2	8	0.125
0.5	2	256	netdev://[00:00:00:00:00:04]	OutInterests	3.2	0.1	2	0.0625
0.5	2	256	netdev://[00:00:00:00:00:04]	InData	0	0	0	0
0.5	2	256	netdev://[00:00:00:00:00:04]	OutData	8	8.27344	5	5.1709
0.5	2	256	netdev://[00:00:00:00:00:04]	InNacks	3.2	0.1	2	0.0625
0.5	2	256	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
0.5	2	256	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	8	0	5	0
0.5	2	256	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
0.5	2	256	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
0.5	2	256	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
0.5	2	257	netdev://[00:00:00:00:00:0d]	InInterests	4.8	0.1	3	0.0625
0.5	2	257	netdev://[00:00:00:00:00:0d]	OutInterests	6.4	0.2	4	0.125
0.5	2	257	netdev://[00:00:00:00:00:0d]	InData	1.6	1.65469	1	1.03418
0.5	2	257	netdev://[00:00:00:00:00:0d]	OutData	1.6	1.65469	1	1.03418
0.5	2	257	netdev://[00:00:00:00:00:0d]	InNacks	0	0	0	0
0.5	2	257	netdev://[00:00:00:00:00:0d]	OutNacks	0	0	0	0
0.5	2	257	netdev://[00:00:00:00:00:0d]	InSatisfiedInterests	1.6	0	1	0
0.5	2	257	netdev://[00:00:00:00:00:0d]	InTimedOutInterests	0	0	0	0
0.5	2	257	netdev://[00:00:00:00:00:0d]	OutSatisfiedInterests	1.6	0	1	0
0.5	2	257	netdev://[00:00:00:00:00:0d]	OutTimedOutInterests	0	0	0	0
0.5	2	258	internal://	InInterests	0	0	0	0
0.5	2	258	internal://	OutInterests	0	0	0	0
0.5	2	258	internal://	InData	0	0	0	0
0.5	2	258	internal://	OutData	0	0	0	0
0.5	2	258	internal://	InNacks	0	0	0	0
0.5	2	258	internal://	OutNacks	0	0	0	0
0.5	2	258	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	2	258	internal://	InTimedOutInterests	0	0	0	0
0.5	2	258	internal://	OutSatisfiedInterests	0	0	0	0
0.5	2	258	internal://	OutTimedOutInterests	0	0	0	0
0.5	2	259	appFace://	InInterests	0	0	0	0
0.5	2	259	appFace://	OutInterests	8	0	5	0
0.5	2	259	appFace://	InData	8	8.27344	5	5.1709
0.5	2	259	appFace://	OutData	0	0	0	0
0.5	2	259	appFace://	InNacks	0	0	0	0
0.5	2	259	appFace://	OutNacks	0	0	0	0
0.5	2	259	appFace://	InSatisfiedInterests	0	0	0	0
0.5	2	259	appFace://	InTimedOutInterests	0	0	0	0
0.5	2	259	appFace://	OutSatisfiedInterests	8	0	5	0
0.5	2	259	appFace://	OutTimedOutInterests	0	0	0	0
0.5	2	-1	all	SatisfiedInterests	14.4	0	9	0
0.5	2	-1	all	TimedOutInterests	0	0	0	0
0.5	3	1	internal://	InInterests	0	0	0	0
0.5	3	1	internal://	OutInterests	0	0	0	0
0.5	3	1	internal://	InData	0	0	0	0
0.5	3	1	internal://	OutData	0	0	0	0
0.5	3	1	internal://	InNacks	0	0	0	0
0.5	3	1	internal://	OutNacks	0	0	0	0
0.5	3	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	3	1	internal://	InTimedOutInterests	0	0	0	0
0.5	3	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	3	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	3	256	netdev://[00:00:00:00:00:06]	InInterests	46.4	0.95	29	0.59375
0.5	3	256	netdev://[00:00:00:00:00:06]	OutInterests	1.6	0.05	1	0.03125
0.5	3	256	netdev://[00:00:00:00:00:06]	InData	0	0	0	0
0.5	3	256	netdev://[00:00:00:00:00:06]	OutData	25.6	26.475	16	16.5469
0.5	3	256	netdev://[00:00:00:00:00:06]	InNacks	1.6	0.05	1	0.03125
0.5	3	256	netdev://[00:00:00:00:00:06]	OutNacks	0	0	0	0
0.5	3	256	netdev://[00:00:00:00:00:06]	InSatisfiedInterests	25.6	0	16	0
0.5	3	256	netdev://[00:00:00:00:00:06]	InTimedOutInterests	0	0	0	0
0.5	3	256	netdev://[00:00:00:00:00:06]	OutSatisfiedInterests	0	0	0	0
0.5	3	256	netdev://[00:00:00:00:00:06]	OutTimedOutInterests	0	0	0	0
0.5	3	257	netdev://[00:00:00:00:00:07]	InInterests	6.4	0.15	4	0.09375
0.5	3	257	netdev://[00:00:00:00:00:07]	OutInterests	11.2	0.35	7	0.21875
0.5	3	257	netdev://[00:00:00:00:00:07]	InData	3.2	3.30938	2	2.06836
0.5	3	257	netdev://[00:00:00:00:00:07]	OutData	1.6	1.65469	1	1.03418
0.5	3	257	netdev://[00:00:00:00:00:07]	InNacks	0	0	0	0
0.5	3	257	netdev://[00:00:00:00:00:07]	OutNacks	1.6	0.05	1	0.03125
0.5	3	257	netdev://[00:00:00:00:00:07]	InSatisfiedInterests	1.6	0	1	0
0.5	3	257	netdev://[00:00:00:00:00:07]	InTimedOutInterests	0	0	0	0
0.5	3	257	netdev://[00:00:00:00:00:07]	OutSatisfiedInterests	3.2	0	2	0
0.5	3	257	netdev://[00:00:00:00:00:07]	OutTimedOutInterests	0	0	0	0
0.5	3	258	netdev://[00:00:00:00:00:0f]	InInterests	3.2	0.1	2	0.0625
0.5	3	258	netdev://[00:00:00:00:00:0f]	OutInterests	20.8	0.65	13	0.40625
0.5	3	258	netdev://[00:00:00:00:00:0f]	InData	6.4	6.61875	4	4.13672
0.5	3	258	netdev://[00:00:00:00:00:0f]	OutData	0	0	0	0
0.5	3	258	netdev://[00:00:00:00:00:0f]	InNacks	0	0	0	0
0.5	3	258	netdev://[00:00:00:00:00:0f]	OutNacks	3.2	0.1	2	0.0625
0.5	3	258	netdev://[00:00:00:00:00:0f]	InSatisfiedInterests	0	0	0	0
0.5	3	258	netdev://[00:00:00:00:00:0f]	InTimedOutInterests	0	0	0	0
0.5	3	258	netdev://[00:00:00:00:00:0f]	OutSatisfiedInterests	9.6	0	6	0
0.5	3	258	netdev://[00:00:00:00:00:0f]	OutTimedOutInterests	0	0	0	0
0.5	3	259	internal://	InInterests	0	0	0	0
0.5	3	259	internal://	OutInterests	0	0	0	0
0.5	3	259	internal://	InData	0	0	0	0
0.5	3	259	internal://	OutData	0	0	0	0
0.5	3	259	internal://	InNacks	0	0	0	0
0.5	3	259	internal://	OutNacks	0	0	0	0
0.5	3	259	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	3	259	internal://	InTimedOutInterests	0	0	0	0
0.5	3	259	internal://	OutSatisfiedInterests	0	0	0	0
0.5	3	259	internal://	OutTimedOutInterests	0	0	0	0
0.5	3	260	appFace://	InInterests	0	0	0	0
0.5	3	260	appFace://	OutInterests	17.6	0	11	0
0.5	3	260	appFace://	InData	17.6	18.2016	11	11.376
0.5	3	260	appFace://	OutData	0	0	0	0
0.5	3	260	appFace://	InNacks	0	0	0	0
0.5	3	260	appFace://	OutNacks	0	0	0	0
0.5	3	260	appFace://	InSatisfiedInterests	0	0	0	0
0.5	3	260	appFace://	InTimedOutInterests	0	0	0	0
0.5	3	260	appFace://	OutSatisfiedInterests	17.6	0	11	0
0.5	3	260	appFace://	OutTimedOutInterests	0	0	0	0
0.5	3	-1	all	SatisfiedInterests	32	0	20	0
0.5	3	-1	all	TimedOutInterests	0	0	0	0
0.5	4	1	internal://	InInterests	0	0	0	0
0.5	4	1	internal://	OutInterests	0	0	0	0
0.5	4	1	internal://	InData	0	0	0	0
0.5	4	1	internal://	OutData	0	0	0	0
0.5	4	1	internal://	InNacks	0	0	0	0
0.5	4	1	internal://	OutNacks	0	0	0	0
0.5	4	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	4	1	internal://	InTimedOutInterests	0	0	0	0
0.5	4	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	4	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	4	256	netdev://[00:00:00:00:00:08]	InInterests	11.2	0.35	7	0.21875
0.5	4	256	netdev://[00:00:00:00:00:08]	OutInterests	6.4	0.2	4	0.125
0.5	4	256	netdev://[00:00:00:00:00:08]	InData	1.6	1.65469	1	1.03418
0.5	4	256	netdev://[00:00:00:00:00:08]	OutData	3.2	3.30938	2	2.06836
0.5	4	256	netdev://[00:00:00:00:00:08]	InNacks	1.6	0.05	1	0.03125
0.5	4	256	netdev://[00:00:00:00:00:08]	OutNacks	0	0	0	0
0.5	4	256	netdev://[00:00:00:00:00:08]	InSatisfiedInterests	3.2	0	2	0
0.5	4	256	netdev://[00:00:00:00:00:08]	InTimedOutInterests	0	0	0	0
0.5	4	256	netdev://[00:00:00:00:00:08]	OutSatisfiedInterests	1.6	0	1	0
0.5	4	256	netdev://[00:00:00:00:00:08]	OutTimedOutInterests	0	0	0	0
0.5	4	257	netdev://[00:00:00:00:00:0a]	InInterests	17.6	0.55	11	0.34375
0.5	4	257	netdev://[00:00:00:00:00:0a]	OutInterests	4.8	0.15	3	0.09375
0.5	4	257	netdev://[00:00:00:00:00:0a]	InData	0	0	0	0
0.5	4	257	netdev://[00:00:00:00:00:0a]	OutData	6.4	6.61875	4	4.13672
0.5	4	257	netdev://[00:00:00:00:00:0a]	InNacks	1.6	0.05	1	0.03125
0.5	4	257	netdev://[00:00:00:00:00:0a]	OutNacks	0	0	0	0
0.5	4	257	netdev://[00:00:00:00:00:0a]	InSatisfiedInterests	6.4	0	4	0
0.5	4	257	netdev://[00:00:00:00:00:0a]	InTimedOutInterests	0	0	0	0
0.5	4	257	netdev://[00:00:00:00:00:0a]	OutSatisfiedInterests	0	0	0	0
0.5	4	257	netdev://[00:00:00:00:00:0a]	OutTimedOutInterests	0	0	0	0
0.5	4	258	netdev://[00:00:00:00:00:0b]	InInterests	1.6	0.05	1	0.03125
0.5	4	258	netdev://[00:00:00:00:00:0b]	OutInterests	9.6	0.3	6	0.1875
0.5	4	258	netdev://[00:00:00:00:00:0b]	InData	3.2	3.30938	2	2.06836
0.5	4	258	netdev://[00:00:00:00:00:0b]	OutData	0	0	0	0
0.5	4	258	netdev://[00:00:00:00:00:0b]	InNacks	3.2	0.1	2	0.0625
0.5	4	258	netdev://[00:00:00:00:00:0b]	OutNacks	0	0	0	0
0.5	4	258	netdev://[00:00:00:00:00:0b]	InSatisfiedInterests	0	0	0	0
0.5	4	258	netdev://[00:00:00:00:00:0b]	InTimedOutInterests	0	0	0	0
0.5	4	258	netdev://[00:00:00:00:00:0b]	OutSatisfiedInterests	3.2	0	2	0
0.5	4	258	netdev://[00:00:00:00:00:0b]	OutTimedOutInterests	0	0	0	0
0.5	4	259	netdev://[00:00:00:00:00:13]	InInterests	4.8	0.15	3	0.09375
0.5	4	259	netdev://[00:00:00:00:00:13]	OutInterests	14.4	0.45	9	0.28125
0.5	4	259	netdev://[00:00:00:00:00:13]	InData	4.8	4.96406	3	3.10254
0.5	4	259	netdev://[00:00:00:00:00:13]	OutData	0	0	0	0
0.5	4	259	netdev://[00:00:00:00:00:13]	InNacks	0	0	0	0
0.5	4	259	netdev://[00:00:00:00:00:13]	OutNacks	0	0	0	0
0.5	4	259	netdev://[00:00:00:00:00:13]	InSatisfiedInterests	0	0	0	0
0.5	4	259	netdev://[00:00:00:00:00:13]	InTimedOutInterests	0	0	0	0
0.5	4	259	netdev://[00:00:00:00:00:13]	OutSatisfiedInterests	4.8	0	3	0
0.5	4	259	netdev://[00:00:00:00:00:13]	OutTimedOutInterests	0	0	0	0
0.5	4	260	internal://	InInterests	0	0	0	0
0.5	4	260	internal://	OutInterests	0	0	0	0
0.5	4	260	internal://	InData	0	0	0	0
0.5	4	260	internal://	OutData	0	0	0	0
0.5	4	260	internal://	InNacks	0	0	0	0
0.5	4	260	internal://	OutNacks	0	0	0	0
0.5	4	260	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	4	260	internal://	InTimedOutInterests	0	0	0	0
0.5	4	260	internal://	OutSatisfiedInterests	0	0	0	0
0.5	4	260	internal://	OutTimedOutInterests	0	0	0	0
0.5	4	-1	all	SatisfiedInterests	12.8	0	8	0
0.5	4	-1	all	TimedOutInterests	0	0	0	0
0.5	5	1	internal://	InInterests	0	0	0	0
0.5	5	1	internal://	OutInterests	0	0	0	0
0.5	5	1	internal://	InData	0	0	0	0
0.5	5	1	internal://	OutData	0	0	0	0
0.5	5	1	internal://	InNacks	0	0	0	0
0.5	5	1	internal://	OutNacks	0	0	0	0
0.5	5	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	5	1	internal://	InTimedOutInterests	0	0	0	0
0.5	5	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	5	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	5	256	netdev://[00:00:00:00:00:0c]	InInterests	9.6	0.3	6	0.1875
0.5	5	256	netdev://[00:00:00:00:00:0c]	OutInterests	1.6	0.05	1	0.03125
0.5	5	256	netdev://[00:00:00:00:00:0c]	InData	0	0	0	0
0.5	5	256	netdev://[00:00:00:00:00:0c]	OutData	3.2	3.30938	2	2.06836
0.5	5	256	netdev://[00:00:00:00:00:0c]	InNacks	0	0	0	0
0.5	5	256	netdev://[00:00:00:00:00:0c]	OutNacks	3.2	0.1	2	0.0625
0.5	5	256	netdev://[00:00:00:00:00:0c]	InSatisfiedInterests	3.2	0	2	0
0.5	5	256	netdev://[00:00:00:00:00:0c]	InTimedOutInterests	0	0	0	0
0.5	5	256	netdev://[00:00:00:00:00:0c]	OutSatisfiedInterests	0	0	0	0
0.5	5	256	netdev://[00:00:00:00:00:0c]	OutTimedOutInterests	0	0	0	0
0.5	5	257	netdev://[00:00:00:00:00:0e]	InInterests	6.4	0.2	4	0.125
0.5	5	257	netdev://[00:00:00:00:00:0e]	OutInterests	4.8	0.15	3	0.09375
0.5	5	257	netdev://[00:00:00:00:00:0e]	InData	1.6	1.65469	1	1.03418
0.5	5	257	netdev://[00:00:00:00:00:0e]	OutData	1.6	1.65469	1	1.03418
0.5	5	257	netdev://[00:00:00:00:00:0e]	InNacks	0	0	0	0
0.5	5	257	netdev://[00:00:00:00:00:0e]	OutNacks	0	0	0	0
0.5	5	257	netdev://[00:00:00:00:00:0e]	InSatisfiedInterests	1.6	0	1	0
0.5	5	257	netdev://[00:00:00:00:00:0e]	InTimedOutInterests	0	0	0	0
0.5	5	257	netdev://[00:00:00:00:00:0e]	OutSatisfiedInterests	1.6	0	1	0
0.5	5	257	netdev://[00:00:00:00:00:0e]	OutTimedOutInterests	0	0	0	0
0.5	5	258	netdev://[00:00:00:00:00:17]	InInterests	11.2	0.35	7	0.21875
0.5	5	258	netdev://[00:00:00:00:00:17]	OutInterests	6.4	0.2	4	0.125
0.5	5	258	netdev://[00:00:00:00:00:17]	InData	3.2	3.30938	2	2.06836
0.5	5	258	netdev://[00:00:00:00:00:17]	OutData	0	0	0	0
0.5	5	258	netdev://[00:00:00:00:00:17]	InNacks	0	0	0	0
0.5	5	258	netdev://[00:00:00:00:00:17]	OutNacks	11.2	0.35	7	0.21875
0.5	5	258	netdev://[00:00:00:00:00:17]	InSatisfiedInterests	0	0	0	0
0.5	5	258	netdev://[00:00:00:00:00:17]	InTimedOutInterests	0	0	0	0
0.5	5	258	netdev://[00:00:00:00:00:17]	OutSatisfiedInterests	3.2	0	2	0
0.5	5	258	netdev://[00:00:00:00:00:17]	OutTimedOutInterests	0	0	0	0
0.5	5	259	internal://	InInterests	0	0	0	0
0.5	5	259	internal://	OutInterests	0	0	0	0
0.5	5	259	internal://	InData	0	0	0	0
0.5	5	259	internal://	OutData	0	0	0	0
0.5	5	259	internal://	InNacks	0	0	0	0
0.5	5	259	internal://	OutNacks	0	0	0	0
0.5	5	259	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	5	259	internal://	InTimedOutInterests	0	0	0	0
0.5	5	259	internal://	OutSatisfiedInterests	0	0	0	0
0.5	5	259	internal://	OutTimedOutInterests	0	0	0	0
0.5	5	-1	all	SatisfiedInterests	8	0	5	0
0.5	5	-1	all	TimedOutInterests	0	0	0	0
0.5	6	1	internal://	InInterests	0	0	0	0
0.5	6	1	internal://	OutInterests	0	0	0	0
0.5	6	1	internal://	InData	0	0	0	0
0.5	6	1	internal://	OutData	0	0	0	0
0.5	6	1	internal://	InNacks	0	0	0	0
0.5	6	1	internal://	OutNacks	0	0	0	0
0.5	6	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	6	1	internal://	InTimedOutInterests	0	0	0	0
0.5	6	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	6	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	6	256	netdev://[00:00:00:00:00:10]	InInterests	20.8	0.65	13	0.40625
0.5	6	256	netdev://[00:00:00:00:00:10]	OutInterests	3.2	0.1	2	0.0625
0.5	6	256	netdev://[00:00:00:00:00:10]	InData	0	0	0	0
0.5	6	256	netdev://[00:00:00:00:00:10]	OutData	6.4	6.61875	4	4.13672
0.5	6	256	netdev://[00:00:00:00:00:10]	InNacks	3.2	0.1	2	0.0625
0.5	6	256	netdev://[00:00:00:00:00:10]	OutNacks	0	0	0	0
0.5	6	256	netdev://[00:00:00:00:00:10]	InSatisfiedInterests	6.4	0	4	0
0.5	6	256	netdev://[00:00:00:00:00:10]	InTimedOutInterests	0	0	0	0
0.5	6	256	netdev://[00:00:00:00:00:10]	OutSatisfiedInterests	0	0	0	0
0.5	6	256	netdev://[00:00:00:00:00:10]	OutTimedOutInterests	0	0	0	0
0.5	6	257	netdev://[00:00:00:00:00:11]	InInterests	3.2	0.1	2	0.0625
0.5	6	257	netdev://[00:00:00:00:00:11]	OutInterests	20.8	0.65	13	0.40625
0.5	6	257	netdev://[00:00:00:00:00:11]	InData	6.4	6.61875	4	4.13672
0.5	6	257	netdev://[00:00:00:00:00:11]	OutData	0	0	0	0
0.5	6	257	netdev://[00:00:00:00:00:11]	InNacks	1.6	0.05	1	0.03125
0.5	6	257	netdev://[00:00:00:00:00:11]	OutNacks	0	0	0	0
0.5	6	257	netdev://[00:00:00:00:00:11]	InSatisfiedInterests	0	0	0	0
0.5	6	257	netdev://[00:00:00:00:00:11]	InTimedOutInterests	0	0	0	0
0.5	6	257	netdev://[00:00:00:00:00:11]	OutSatisfiedInterests	6.4	0	4	0
0.5	6	257	netdev://[00:00:00:00:00:11]	OutTimedOutInterests	0	0	0	0
0.5	6	258	internal://	InInterests	0	0	0	0
0.5	6	258	internal://	OutInterests	0	0	0	0
0.5	6	258	internal://	InData	0	0	0	0
0.5	6	258	internal://	OutData	0	0	0	0
0.5	6	258	internal://	InNacks	0	0	0	0
0.5	6	258	internal://	OutNacks	0	0	0	0
0.5	6	258	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	6	258	internal://	InTimedOutInterests	0	0	0	0
0.5	6	258	internal://	OutSatisfiedInterests	0	0	0	0
0.5	6	258	internal://	OutTimedOutInterests	0	0	0	0
0.5	6	-1	all	SatisfiedInterests	9.6	0	6	0
0.5	6	-1	all	TimedOutInterests	0	0	0	0
0.5	7	1	internal://	InInterests	0	0	0	0
0.5	7	1	internal://	OutInterests	0	0	0	0
0.5	7	1	internal://	InData	0	0	0	0
0.5	7	1	internal://	OutData	0	0	0	0
0.5	7	1	internal://	InNacks	0	0	0	0
0.5	7	1	internal://	OutNacks	0	0	0	0
0.5	7	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	7	1	internal://	InTimedOutInterests	0	0	0	0
0.5	7	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	7	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	7	256	netdev://[00:00:00:00:00:12]	InInterests	20.8	0.65	13	0.40625
